ClienteID;genero;Idoso;Parceiro;Dependentes;Tenure;ServiçoFone;Multiplas Linhas;Internet;SegurançaOnline;OnlineBackup;Proteção;SuporteTecnico;StreamingTV;StreamingMovies;Contrato;ContaDigital;MetododePagamento;TaxasMensais;Taxas Totais;Atrito
4006-HKYHO;Homem;0;Não;Não;63;Sim;Não;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;86.7;5309.5;Não
3727-JEZTU;Mulher;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;20.4;20.4;Não
8143-ETQTI;Mulher;0;Sim;Sim;23;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Sim;Boleto;19.65;451.55;Não
6689-KXGBO;Mulher;0;Não;Não;1;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;50.55;50.55;Sim
9667-TKTVZ;Mulher;0;Não;Não;2;Sim;Sim;DSL;Não;Não;Não;Sim;Não;Não;Mês a Mês;Sim;Boleto;54.35;117.05;Não
3657-COGMW;Mulher;1;Não;Não;52;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Não;Sim;Sim;Mês a Mês;Não;Cartão de Crédito;108.1;5839.3;Não
8570-KLJYJ;Mulher;0;Não;Não;36;Sim;Sim;DSL;Sim;Não;Não;Não;Não;Não;Um ano;Não;Boleto;54.45;1893.5;Não
7754-IXRMC;Mulher;0;Não;Não;1;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;45.35;45.35;Não
9473-CBZOP;Mulher;0;Não;Não;28;Sim;Sim;DSL;Sim;Não;Sim;Não;Não;Não;Um ano;Não;Boleto;59;1654.45;Não
2969-WGHQO;Mulher;0;Sim;Sim;7;Sim;Não;DSL;Sim;Sim;Sim;Não;Sim;Não;Um ano;Não;Pagamento digital;69.45;477.05;Não
6615-NGGZJ;Homem;0;Não;Não;14;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;100.55;1415.55;Sim
4334-HOWRP;Homem;1;Sim;Não;72;Não;Não;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;64.95;4546;Não
4255-DDUOU;Mulher;0;Sim;Sim;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;20.5;20.5;Sim
5863-OOKCL;Mulher;0;Não;Não;10;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;18.85;163.2;Não
1686-STUHN;Homem;0;Não;Não;42;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;19.8;849.9;Não
1329-VHWNP;Mulher;0;Não;Não;7;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;25.05;189.95;Não
2984-MIIZL;Homem;0;Não;Não;4;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Não;Não;Mês a Mês;Sim;Débito automatico;74.8;321.9;Sim
0266-GMEAO;Homem;0;Sim;Sim;72;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;114.3;8058.55;Não
5590-YRFJT;Mulher;0;Sim;Não;20;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;24.45;482.8;Sim
5574-NXZIU;Homem;0;Não;Não;63;Sim;Não;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Cartão de Crédito;109.2;7049.75;Não
0019-GFNTW;Mulher;0;Não;Não;56;Não;Não;DSL;Sim;Sim;Sim;Sim;Não;Não;Dois anos;Não;Débito automatico;45.05;2560.1;Não
4256-ZWTZI;Mulher;0;Não;Sim;5;Sim;Não;DSL;Não;Não;Não;Sim;Não;Não;Mês a Mês;Sim;Boleto;51;286.8;Não
8309-PPCED;Mulher;0;Sim;Não;72;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;110.45;7982.5;Não
4098-NAUKP;Homem;1;Sim;Sim;68;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;84.65;5683.6;Não
5196-WPYOW;Homem;0;Sim;Sim;67;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Não;Boleto;60.05;3994.05;Não
4608-LCIMN;Homem;0;Sim;Sim;8;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;44.65;369.15;Não
1485-YDHMM;Homem;0;Sim;Sim;52;Sim;Sim;Fibra Ótica;Não;Sim;Não;Sim;Não;Sim;Mês a Mês;Sim;Débito automatico;93.25;4631.7;Não
4054-CUMIA;Mulher;0;Sim;Sim;18;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;20.25;401.95;Não
0603-TPMIB;Mulher;0;Sim;Sim;59;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;25.45;1534.05;Não
2525-GVKQU;Mulher;0;Não;Não;60;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;20.6;1093;Não
8161-QYMTT;Homem;0;Não;Não;7;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;94.1;701.3;Não
9581-GVBXT;Homem;0;Sim;Sim;59;Não;Não;DSL;Sim;Não;Sim;Não;Não;Não;Um ano;Não;Boleto;34.8;1980.3;Não
5862-BRIXZ;Homem;0;Não;Não;46;Não;Não;DSL;Sim;Não;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;60.75;2893.4;Não
5404-GGUKR;Homem;0;Não;Não;5;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;51.35;262.3;Não
3308-JSGML;Homem;1;Sim;Não;59;Não;Não;DSL;Sim;Não;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;64.05;3886.85;Não
2126-GSEGL;Mulher;0;Sim;Não;70;Sim;Sim;DSL;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;84.8;5917.55;Não
3677-TNKIO;Mulher;0;Não;Não;14;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;71;914;Sim
0440-QEXBZ;Mulher;0;Não;Não;44;Sim;Sim;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;50.15;2139.1;Não
2434-EEVDB;Mulher;0;Sim;Não;64;Sim;Sim;Fibra Ótica;Sim;Não;Sim;Não;Sim;Não;Dois anos;Sim;Cartão de Crédito;94.6;5948.7;Não
6762-QVYJO;Mulher;0;Sim;Sim;58;Não;Não;DSL;Sim;Não;Sim;Sim;Sim;Sim;Dois anos;Não;Boleto;59.75;3624.35;Não
6199-IWKGC;Mulher;1;Sim;Não;46;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Sim;Sim;Um ano;Não;Pagamento digital;100.25;4753.85;Não
2675-DHUTR;Homem;1;Sim;Não;58;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;98.9;5780.7;Não
8152-VETUR;Mulher;0;Sim;Não;72;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Dois anos;Sim;Cartão de Crédito;97.7;6869.7;Não
9667-EQRXU;Mulher;1;Não;Não;30;Não;Não;DSL;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;40.3;1172.95;Sim
7446-YPODE;Homem;1;Não;Não;11;Sim;Sim;DSL;Sim;Sim;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;60.25;662.95;Não
9522-BNTHX;Mulher;1;Não;Não;34;Não;Não;DSL;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;56.25;1765.95;Não
4676-WLUHT;Homem;0;Não;Não;54;Não;Não;DSL;Sim;Sim;Não;Não;Não;Sim;Dois anos;Não;Débito automatico;46.2;2431.95;Não
3329-WDIOK;Mulher;0;Não;Não;3;Não;Não;DSL;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;50.6;155.35;Sim
7980-MHFLQ;Mulher;0;Sim;Sim;72;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;24.9;1859.2;Não
2873-ZLIWT;Mulher;0;Sim;Sim;40;Sim;Sim;Fibra Ótica;Não;Não;Sim;Sim;Não;Não;Mês a Mês;Sim;Pagamento digital;84.85;3303.05;Sim
3415-TAILE;Mulher;0;Sim;Sim;2;Sim;Não;DSL;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Não;Boleto;65.7;134.35;Sim
0757-WCUUZ;Homem;0;Sim;Sim;54;Sim;Sim;DSL;Não;Não;Sim;Não;Não;Sim;Dois anos;Não;Cartão de Crédito;63.35;3409.1;Não
1629-DQQVB;Mulher;0;Não;Não;14;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;50.1;709.5;Não
1915-IOFGU;Mulher;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;70.5;70.5;Sim
3045-XETSH;Mulher;0;Não;Não;10;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;94.85;953.45;Sim
0374-AACSZ;Mulher;0;Não;Não;1;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;50.15;50.15;Não
7239-HZZCX;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;19.75;19.75;Sim
4872-VXRIL;Homem;0;Não;Não;56;Sim;Sim;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Sim;Débito automatico;64.65;3665.55;Não
9140-CZQZZ;Mulher;0;Sim;Não;68;Sim;Não;DSL;Sim;Sim;Não;Sim;Sim;Sim;Dois anos;Sim;Débito automatico;79.6;5515.8;Não
3423-HHXAO;Mulher;0;Sim;Sim;14;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Boleto;19.5;272;Não
9938-TKDGL;Homem;0;Sim;Sim;68;Sim;Não;Fibra Ótica;Sim;Não;Não;Sim;Sim;Sim;Dois anos;Sim;Pagamento digital;99.55;6668;Não
0531-ZZJWQ;Homem;1;Sim;Não;55;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74;4052.4;Não
6537-QLGEX;Mulher;0;Não;Não;16;Não;Não;DSL;Sim;Não;Não;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;38.9;664.4;Não
2688-BHGOG;Homem;1;Não;Não;9;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;79.55;718.55;Não
7683-CBDKJ;Homem;0;Sim;Sim;14;Sim;Não;DSL;Sim;Sim;Não;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;65.45;937.6;Sim
0946-CLJTI;Homem;1;Sim;Não;58;Sim;Sim;Fibra Ótica;Não;Não;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;98.7;5812.6;Sim
3160-TYXLT;Homem;0;Não;Não;53;Não;Não;DSL;Sim;Sim;Não;Não;Não;Sim;Mês a Mês;Sim;Débito automatico;46.3;2546.85;Não
1325-USMEC;Homem;0;Sim;Não;70;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Não;Sim;Não;Dois anos;Sim;Cartão de Crédito;99.35;6944.5;Não
0916-QOFDP;Mulher;1;Sim;Sim;14;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;95.8;1346.3;Não
0628-CNQRM;Homem;0;Sim;Sim;22;Sim;Não;DSL;Sim;Não;Sim;Sim;Sim;Não;Um ano;Sim;Débito automatico;67.5;1544.05;Sim
5606-AMZBO;Mulher;0;Sim;Não;10;Sim;Sim;Fibra Ótica;Sim;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;78.15;765.15;Não
6199-IPCAO;Mulher;0;Sim;Sim;29;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;26.1;692.55;Não
7665-TOALD;Mulher;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;69.6;69.6;Sim
0112-QWPNC;Homem;0;Sim;Não;49;Sim;Sim;DSL;Sim;Não;Sim;Sim;Sim;Sim;Um ano;Não;Pagamento digital;84.35;4059.35;Sim
0324-BRPCJ;Mulher;1;Sim;Não;68;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;100.2;6851.65;Sim
2777-PHDEI;Mulher;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Não;Mês a Mês;Não;Pagamento digital;78.05;78.05;Sim
5640-CAXOA;Mulher;0;Não;Não;30;Não;Não;DSL;Não;Não;Não;Sim;Não;Sim;Um ano;Sim;Cartão de Crédito;40.35;1187.05;Não
2235-EZAIK;Mulher;0;Sim;Não;72;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Não;Dois anos;Não;Cartão de Crédito;79.2;5401.9;Não
3847-BAERP;Mulher;0;Não;Não;10;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;20.9;247;Não
1196-AMORA;Homem;0;Não;Não;7;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;73.6;520;Sim
4282-YMKNA;Mulher;0;Não;Não;9;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74.75;706.6;Sim
1453-RZFON;Mulher;0;Não;Sim;1;Sim;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;49.9;49.9;Não
8263-OKETD;Mulher;0;Não;Não;20;Sim;Sim;DSL;Não;Sim;Não;Sim;Não;Sim;Mês a Mês;Sim;Cartão de Crédito;68.9;1370.35;Não
0670-KDOMA;Mulher;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;20.25;20.25;Não
2476-YGEFM;Mulher;0;Não;Não;29;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;76;2215.25;Não
8687-BAFGU;Homem;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Não;Sim;Não;Não;Mês a Mês;Não;Pagamento digital;74;74;Não
0641-EVBOJ;Homem;0;Não;Não;3;Sim;Não;Fibra Ótica;Sim;Não;Não;Sim;Não;Não;Mês a Mês;Sim;Boleto;82.3;214.4;Não
0829-XXPLX;Mulher;0;Não;Não;20;Sim;Não;Fibra Ótica;Sim;Não;Sim;Não;Sim;Não;Mês a Mês;Sim;Débito automatico;89.4;1871.15;Não
9974-JFBHQ;Homem;0;Não;Sim;64;Sim;Não;Fibra Ótica;Não;Sim;Não;Sim;Sim;Sim;Mês a Mês;Sim;Cartão de Crédito;99.15;6171.2;Não
5356-RHIPP;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;20.2;20.2;Sim
6624-JDRDS;Mulher;0;Não;Não;6;Não;Não;DSL;Sim;Não;Não;Não;Não;Não;Mês a Mês;Não;Débito automatico;29.45;161.45;Não
0608-JDVEC;Homem;0;Sim;Não;50;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Pagamento digital;19.8;1013.2;Não
9780-FKVVF;Homem;0;Não;Não;6;Sim;Não;DSL;Sim;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Débito automatico;59.15;336.7;Não
1919-RTPQD;Homem;0;Sim;Sim;7;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Pagamento digital;44.75;333.65;Não
5214-NLTIT;Homem;0;Sim;Sim;72;Sim;Sim;Fibra Ótica;Não;Não;Sim;Não;Não;Sim;Dois anos;Sim;Cartão de Crédito;90.8;6511.8;Não
3345-PBBFH;Homem;0;Sim;Não;8;Sim;Não;DSL;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Débito automatico;49.55;393.45;Não
5055-BRMNE;Mulher;0;Sim;Sim;67;Sim;Sim;Fibra Ótica;Sim;Não;Não;Sim;Sim;Sim;Dois anos;Não;Cartão de Crédito;106.7;7009.5;Não
9189-JWSHV;Mulher;1;Sim;Não;24;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;93.55;2264.05;Sim
2190-PHBHR;Mulher;0;Sim;Não;72;Sim;Sim;Fibra Ótica;Sim;Sim;Não;Não;Não;Sim;Dois anos;Sim;Cartão de Crédito;94.45;6921.7;Não
2650-GYRYL;Homem;0;Sim;Sim;33;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Débito automatico;19.45;600.25;Não
0746-JTRFU;Homem;0;Não;Não;2;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;25.05;56.35;Sim
5208-FVQKB;Homem;0;Sim;Não;70;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Sim;Dois anos;Não;Boleto;67.95;4664.15;Não
7184-LRUUR;Mulher;0;Não;Não;22;Sim;Não;DSL;Não;Sim;Sim;Não;Sim;Não;Um ano;Não;Débito automatico;65.25;1441.8;Não
6627-CFOSN;Mulher;0;Não;Não;59;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Não;Não;Sim;Mês a Mês;Sim;Débito automatico;99.45;5623.7;Não
3982-JGSFD;Homem;0;Não;Não;36;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Cartão de Crédito;20.35;695.85;Não
1574-DYCWE;Mulher;0;Sim;Sim;51;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;19.95;1028.75;Não
7247-XOZPB;Homem;0;Sim;Não;53;Sim;Sim;DSL;Sim;Não;Sim;Sim;Sim;Não;Um ano;Não;Débito automatico;77.4;4155.95;Não
2466-FCCPT;Mulher;0;Sim;Sim;20;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;19.7;395.6;Não
6211-WWLTF;Homem;0;Sim;Não;63;Sim;Não;Fibra Ótica;Sim;Não;Sim;Não;Sim;Sim;Dois anos;Não;Cartão de Crédito;99.7;6330.4;Não
4826-TZEVA;Mulher;0;Não;Não;40;Sim;Não;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;74.8;2971.7;Não
6016-NXBNJ;Homem;0;Não;Não;35;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Sim;Boleto;19.15;638;Não
9138-EFSMO;Homem;0;Sim;Sim;26;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Um ano;Não;Débito automatico;78.95;2034.25;Não
0576-WNXXC;Homem;1;Sim;Não;27;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;95.55;2510.2;Sim
4632-XJMEX;Homem;0;Não;Sim;53;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Não;Cartão de Crédito;62.85;3419.5;Não
8910-LEDAG;Homem;1;Sim;Não;34;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;71.55;2427.35;Não
3452-GWUIN;Mulher;1;Sim;Não;19;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;94.95;1760.25;Não
2716-GFZOR;Homem;0;Sim;Não;43;Sim;Não;Fibra Ótica;Sim;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;86.1;3551.65;Não
3724-UCSHY;Homem;0;Sim;Sim;6;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Boleto;19.55;122.9;Não
8626-XHBIE;Homem;0;Não;Sim;56;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Sim;Boleto;24.8;1424.2;Não
4628-CTTLA;Homem;0;Não;Não;57;Não;Não;DSL;Não;Sim;Não;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;39.3;2111.45;Sim
3192-LNKRK;Homem;0;Sim;Sim;34;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Sim;Boleto;84.05;2909.95;Não
4439-YRNVD;Mulher;0;Não;Não;10;Não;Não;DSL;Não;Sim;Não;Sim;Não;Não;Mês a Mês;Não;Pagamento digital;36.25;374;Não
2876-VBBBL;Mulher;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;20.25;20.25;Sim
6834-NXDCA;Mulher;0;Não;Não;13;Não;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;23.9;300.8;Sim
2208-UGTGR;Homem;0;Não;Não;56;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Mês a Mês;Não;Pagamento digital;98.6;5581.05;Não
3005-TYFRD;Mulher;0;Sim;Não;55;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Cartão de Crédito;103.65;5676.65;Não
8670-MEFCP;Mulher;0;Sim;Sim;36;Sim;Sim;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;92.9;3379.25;Não
3079-BCHLN;Homem;0;Sim;Não;47;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Débito automatico;19.9;942.95;Não
7777-UNYHB;Mulher;0;Sim;Sim;12;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Cartão de Crédito;20.1;232.4;Não
5597-GLBUC;Mulher;0;Não;Não;1;Sim;Não;Fibra Ótica;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;85.45;85.45;Sim
7278-CKDNC;Homem;1;Não;Não;24;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;80.5;2088.45;Não
2748-MYRVK;Mulher;0;Não;Não;63;Sim;Sim;Fibra Ótica;Não;Sim;Não;Não;Sim;Sim;Um ano;Não;Débito automatico;99.9;6137;Sim
8450-UYIBU;Mulher;1;Não;Não;35;Não;Não;DSL;Não;Não;Sim;Não;Sim;Não;Mês a Mês;Sim;Pagamento digital;39.85;1434.6;Não
2969-VAPYH;Mulher;0;Não;Não;67;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Não;Um ano;Não;Cartão de Crédito;60.5;3870;Não
4822-YCXMX;Homem;0;Não;Não;25;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Sim;Mês a Mês;Sim;Pagamento digital;84.8;2043.45;Sim
7181-OQCUT;Homem;0;Não;Não;21;Sim;Sim;Fibra Ótica;Sim;Não;Sim;Não;Sim;Sim;Mês a Mês;Não;Boleto;103.85;2215;Não
8474-UMLNT;Mulher;0;Não;Não;13;Sim;Não;DSL;Sim;Sim;Não;Sim;Não;Sim;Mês a Mês;Não;Débito automatico;67.8;842.25;Não
9821-POOTN;Homem;0;Sim;Não;35;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;75.2;2576.2;Sim
3836-FZSDJ;Homem;1;Sim;Não;71;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Débito automatico;24.85;1901;Não
9142-XMYJH;Mulher;0;Não;Não;29;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;19.35;601.6;Não
6559-ILWKJ;Homem;0;Sim;Não;71;Não;Não;DSL;Não;Sim;Não;Não;Sim;Sim;Dois anos;Não;Pagamento digital;49.35;3515.25;Sim
0187-QSXOE;Homem;1;Sim;Não;7;Sim;Não;Fibra Ótica;Não;Não;Não;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;89;605.45;Não
7733-UDMTP;Mulher;1;Não;Não;57;Não;Não;DSL;Não;Sim;Sim;Não;Sim;Sim;Mês a Mês;Sim;Pagamento digital;55;3094.05;Não
2649-HWLYB;Homem;0;Sim;Não;65;Sim;Sim;DSL;Sim;Não;Sim;Sim;Não;Sim;Dois anos;Não;Débito automatico;76.15;4929.55;Não
5214-CHIWJ;Homem;0;Não;Não;27;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Boleto;20.3;595.05;Não
4229-CZMLL;Homem;0;Não;Não;6;Sim;Sim;Fibra Ótica;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;74.9;469.8;Sim
6904-JLBGY;Mulher;1;Não;Não;72;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Sim;Cartão de Crédito;117.35;8436.25;Não
2465-BLLEU;Homem;0;Não;Não;1;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Mês a Mês;Sim;Boleto;19.75;19.75;Não
1685-VAYJF;Homem;0;Não;Não;11;Sim;Não;DSL;Não;Não;Não;Não;Não;Não;Mês a Mês;Não;Cartão de Crédito;45.2;492;Não
8874-EJNSR;Homem;0;Sim;Sim;39;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Dois anos;Não;Boleto;25.2;987.95;Não
6917-YACBP;Mulher;1;Não;Não;59;Sim;Sim;Fibra Ótica;Sim;Sim;Sim;Não;Não;Não;Mês a Mês;Sim;Pagamento digital;89.75;5496.9;Não
5049-MUBWG;Homem;0;Não;Não;26;Sim;Não;DSL;Sim;Não;Não;Sim;Sim;Sim;Um ano;Não;Débito automatico;75;1908.35;Não
4223-WOZCM;Homem;1;Não;Não;2;Sim;Não;DSL;Não;Não;Sim;Não;Não;Não;Mês a Mês;Não;Boleto;49.95;107.1;Não
0769-MURVM;Mulher;0;Sim;Sim;72;Não;Não;DSL;Sim;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Débito automatico;65.7;4575.35;Não
9253-VIFJQ;Homem;0;Sim;Não;65;Sim;Sim;DSL;Sim;Sim;Sim;Não;Não;Não;Um ano;Não;Cartão de Crédito;67.05;4309.55;Não
7030-FZTFM;Homem;0;Sim;Sim;72;Sim;Sim;Fibra Ótica;Não;Sim;Sim;Sim;Sim;Sim;Dois anos;Não;Cartão de Crédito;110.9;7922.75;Não
9741-YLNTD;Homem;0;Não;Não;6;Sim;Sim;Fibra Ótica;Não;Não;Não;Sim;Não;Sim;Mês a Mês;Sim;Débito automatico;87.95;522.35;Não
5917-RYRMG;Homem;1;Não;Não;32;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Um ano;Não;Cartão de Crédito;19.8;587.7;Não
5120-ZBLAI;Mulher;0;Sim;Não;50;Sim;Sim;DSL;Não;Não;Sim;Não;Sim;Sim;Um ano;Não;Débito automatico;75.7;3876.2;Não
